Edges count:,2112
Element count:,1024
¹,q,q*,|q - q*|
1530,9.81560e-01,9.86808e-01,5.24750e-03
1531,9.72171e-01,9.77530e-01,5.35892e-03
1532,8.27767e-01,8.32391e-01,4.62321e-03
1533,5.68387e-01,5.71561e-01,3.17481e-03
1534,2.30057e-01,2.31294e-01,1.23704e-03
1535,-1.40214e-01,-1.41120e-01,9.05603e-04
1536,-4.90975e-01,-4.93920e-01,2.94497e-03
1537,-7.73483e-01,-7.78073e-01,4.59048e-03
1538,-9.48477e-01,-9.54086e-01,5.60849e-03
1539,-9.91641e-01,-9.97495e-01,5.85415e-03
1540,-8.96977e-01,-9.02268e-01,5.29094e-03
1541,-6.77643e-01,-6.81639e-01,3.99544e-03
1542,-3.64126e-01,-3.66273e-01,2.14647e-03
1543,2.88789e-08,0.00000e+00,2.88789e-08
1544,3.64126e-01,3.66273e-01,2.14642e-03
1545,6.77643e-01,6.81639e-01,3.99539e-03
1546,8.96977e-01,9.02268e-01,5.29090e-03
1547,9.91641e-01,9.97495e-01,5.85413e-03
1548,9.48477e-01,9.54086e-01,5.60849e-03
1549,7.73483e-01,7.78073e-01,4.59046e-03
1550,4.90975e-01,4.93920e-01,2.94497e-03
1551,1.40214e-01,1.41120e-01,9.05617e-04
1552,-2.30057e-01,-2.31294e-01,1.23704e-03
1553,-5.68387e-01,-5.71561e-01,3.17480e-03
1554,-8.27767e-01,-8.32391e-01,4.62323e-03
1555,-9.72171e-01,-9.77530e-01,5.35892e-03
1556,-9.81560e-01,-9.86808e-01,5.24748e-03
1557,-8.54677e-01,-8.58934e-01,4.25753e-03
1558,-6.09224e-01,-6.11682e-01,2.45826e-03
1559,-2.79415e-01,-2.79415e-01,1.82036e-09
1560,-9.83924e-01,-9.89992e-01,6.06892e-03
1561,-9.83924e-01,-9.89992e-01,6.06891e-03
1562,-9.83924e-01,-9.89992e-01,6.06885e-03
1563,-9.83924e-01,-9.89992e-01,6.06891e-03
1564,-9.83924e-01,-9.89992e-01,6.06881e-03
1565,-9.83924e-01,-9.89992e-01,6.06891e-03
1566,-9.83924e-01,-9.89992e-01,6.06885e-03
1567,-9.83924e-01,-9.89992e-01,6.06894e-03
1568,-9.83924e-01,-9.89992e-01,6.06893e-03
1569,-9.83924e-01,-9.89992e-01,6.06891e-03
1570,-9.83924e-01,-9.89992e-01,6.06889e-03
1571,-9.83924e-01,-9.89992e-01,6.06886e-03
1572,-9.83924e-01,-9.89992e-01,6.06885e-03
1573,-9.83924e-01,-9.89992e-01,6.06889e-03
1574,-9.83924e-01,-9.89992e-01,6.06891e-03
1575,-9.83924e-01,-9.89992e-01,6.06889e-03
1576,-9.83924e-01,-9.89992e-01,6.06885e-03
1577,-9.83924e-01,-9.89992e-01,6.06885e-03
1578,-9.83924e-01,-9.89992e-01,6.06890e-03
1579,-9.83924e-01,-9.89992e-01,6.06891e-03
1580,-9.83924e-01,-9.89992e-01,6.06889e-03
1581,-9.83924e-01,-9.89992e-01,6.06892e-03
1582,-9.83924e-01,-9.89992e-01,6.06894e-03
1583,-9.83924e-01,-9.89992e-01,6.06893e-03
1584,-9.83924e-01,-9.89992e-01,6.06891e-03
1585,-9.83924e-01,-9.89992e-01,6.06880e-03
1586,-9.83924e-01,-9.89992e-01,6.06887e-03
1587,-9.83924e-01,-9.89992e-01,6.06889e-03
1588,-9.83924e-01,-9.89992e-01,6.06880e-03
1589,-9.83924e-01,-9.89992e-01,6.06888e-03
1590,-9.83924e-01,-9.89992e-01,6.06878e-03
1591,-9.83924e-01,-9.89992e-01,6.06895e-03
1592,2.79415e-01,2.79415e-01,1.02525e-09
1593,6.09224e-01,6.11682e-01,2.45825e-03
1594,8.54677e-01,8.58934e-01,4.25753e-03
1595,9.81560e-01,9.86808e-01,5.24749e-03
1596,9.72171e-01,9.77530e-01,5.35891e-03
1597,8.27767e-01,8.32391e-01,4.62320e-03
1598,5.68387e-01,5.71561e-01,3.17480e-03
1599,2.30057e-01,2.31294e-01,1.23704e-03
1600,-1.40214e-01,-1.41120e-01,9.05609e-04
1601,-4.90975e-01,-4.93920e-01,2.94498e-03
1602,-7.73483e-01,-7.78073e-01,4.59048e-03
1603,-9.48477e-01,-9.54086e-01,5.60849e-03
1604,-9.91641e-01,-9.97495e-01,5.85415e-03
1605,-8.96977e-01,-9.02268e-01,5.29094e-03
1606,-6.77643e-01,-6.81639e-01,3.99544e-03
1607,-3.64126e-01,-3.66273e-01,2.14647e-03
1608,3.15693e-08,0.00000e+00,3.15693e-08
1609,3.64126e-01,3.66273e-01,2.14641e-03
1610,6.77643e-01,6.81639e-01,3.99539e-03
1611,8.96977e-01,9.02268e-01,5.29089e-03
1612,9.91641e-01,9.97495e-01,5.85413e-03
1613,9.48477e-01,9.54086e-01,5.60848e-03
1614,7.73483e-01,7.78073e-01,4.59046e-03
1615,4.90975e-01,4.93920e-01,2.94497e-03
1616,1.40214e-01,1.41120e-01,9.05617e-04
1617,-2.30057e-01,-2.31294e-01,1.23704e-03
1618,-5.68387e-01,-5.71561e-01,3.17481e-03
1619,-8.27767e-01,-8.32391e-01,4.62323e-03
1620,-9.72171e-01,-9.77530e-01,5.35892e-03
1621,-9.81560e-01,-9.86808e-01,5.24748e-03
1622,-8.54677e-01,-8.58934e-01,4.25753e-03
1623,-6.09224e-01,-6.11682e-01,2.45826e-03
1624,-2.79415e-01,-2.79415e-01,1.82036e-09
1625,-9.66789e-01,-9.72884e-01,6.09452e-03
1626,-9.66789e-01,-9.72884e-01,6.09451e-03
1627,-9.66789e-01,-9.72884e-01,6.09445e-03
1628,-9.66789e-01,-9.72884e-01,6.09449e-03
1629,-9.66790e-01,-9.72884e-01,6.09440e-03
1630,-9.66789e-01,-9.72884e-01,6.09448e-03
1631,-9.66790e-01,-9.72884e-01,6.09444e-03
1632,-9.66789e-01,-9.72884e-01,6.09453e-03
1633,-9.66789e-01,-9.72884e-01,6.09453e-03
1634,-9.66789e-01,-9.72884e-01,6.09451e-03
1635,-9.66789e-01,-9.72884e-01,6.09449e-03
1636,-9.66789e-01,-9.72884e-01,6.09446e-03
1637,-9.66789e-01,-9.72884e-01,6.09446e-03
1638,-9.66789e-01,-9.72884e-01,6.09449e-03
1639,-9.66789e-01,-9.72884e-01,6.09452e-03
1640,-9.66789e-01,-9.72884e-01,6.09449e-03
1641,-9.66790e-01,-9.72884e-01,6.09444e-03
1642,-9.66790e-01,-9.72884e-01,6.09444e-03
1643,-9.66789e-01,-9.72884e-01,6.09448e-03
1644,-9.66789e-01,-9.72884e-01,6.09450e-03
1645,-9.66789e-01,-9.72884e-01,6.09448e-03
1646,-9.66789e-01,-9.72884e-01,6.09451e-03
1647,-9.66789e-01,-9.72884e-01,6.09453e-03
1648,-9.66789e-01,-9.72884e-01,6.09451e-03
1649,-9.66789e-01,-9.72884e-01,6.09451e-03
1650,-9.66790e-01,-9.72884e-01,6.09440e-03
1651,-9.66789e-01,-9.72884e-01,6.09447e-03
1652,-9.66789e-01,-9.72884e-01,6.09449e-03
1653,-9.66790e-01,-9.72884e-01,6.09440e-03
1654,-9.66789e-01,-9.72884e-01,6.09449e-03
1655,-9.66790e-01,-9.72884e-01,6.09438e-03
1656,-9.66789e-01,-9.72884e-01,6.09455e-03
1657,2.79415e-01,2.79415e-01,1.02525e-09
1658,6.09224e-01,6.11682e-01,2.45825e-03
1659,8.54677e-01,8.58934e-01,4.25753e-03
1660,9.81560e-01,9.86808e-01,5.24748e-03
1661,9.72171e-01,9.77530e-01,5.35891e-03
1662,8.27767e-01,8.32391e-01,4.62319e-03
1663,5.68387e-01,5.71561e-01,3.17479e-03
1664,2.30057e-01,2.31294e-01,1.23703e-03
1665,-1.40214e-01,-1.41120e-01,9.05617e-04
1666,-4.90975e-01,-4.93920e-01,2.94498e-03
1667,-7.73483e-01,-7.78073e-01,4.59048e-03
1668,-9.48477e-01,-9.54086e-01,5.60849e-03
1669,-9.91641e-01,-9.97495e-01,5.85415e-03
1670,-8.96977e-01,-9.02268e-01,5.29093e-03
1671,-6.77643e-01,-6.81639e-01,3.99543e-03
1672,-3.64126e-01,-3.66273e-01,2.14647e-03
1673,2.64703e-08,0.00000e+00,2.64703e-08
1674,3.64126e-01,3.66273e-01,2.14641e-03
1675,6.77643e-01,6.81639e-01,3.99538e-03
1676,8.96977e-01,9.02268e-01,5.29089e-03
1677,9.91641e-01,9.97495e-01,5.85412e-03
1678,9.48477e-01,9.54086e-01,5.60847e-03
1679,7.73483e-01,7.78073e-01,4.59045e-03
1680,4.90975e-01,4.93920e-01,2.94496e-03
1681,1.40214e-01,1.41120e-01,9.05613e-04
1682,-2.30057e-01,-2.31294e-01,1.23704e-03
1683,-5.68387e-01,-5.71561e-01,3.17481e-03
1684,-8.27767e-01,-8.32391e-01,4.62323e-03
1685,-9.72171e-01,-9.77530e-01,5.35892e-03
1686,-9.81560e-01,-9.86808e-01,5.24749e-03
1687,-8.54677e-01,-8.58934e-01,4.25754e-03
1688,-6.09224e-01,-6.11682e-01,2.45827e-03
1689,-2.79415e-01,-2.79415e-01,1.82036e-09
1690,-8.15173e-01,-8.20559e-01,5.38661e-03
1691,-8.15173e-01,-8.20559e-01,5.38660e-03
1692,-8.15173e-01,-8.20559e-01,5.38654e-03
1693,-8.15173e-01,-8.20559e-01,5.38656e-03
1694,-8.15173e-01,-8.20559e-01,5.38648e-03
1695,-8.15173e-01,-8.20559e-01,5.38654e-03
1696,-8.15173e-01,-8.20559e-01,5.38653e-03
1697,-8.15173e-01,-8.20559e-01,5.38660e-03
1698,-8.15173e-01,-8.20559e-01,5.38661e-03
1699,-8.15173e-01,-8.20559e-01,5.38660e-03
1700,-8.15173e-01,-8.20559e-01,5.38657e-03
1701,-8.15173e-01,-8.20559e-01,5.38654e-03
1702,-8.15173e-01,-8.20559e-01,5.38654e-03
1703,-8.15173e-01,-8.20559e-01,5.38658e-03
1704,-8.15173e-01,-8.20559e-01,5.38661e-03
1705,-8.15173e-01,-8.20559e-01,5.38657e-03
1706,-8.15173e-01,-8.20559e-01,5.38652e-03
1707,-8.15173e-01,-8.20559e-01,5.38651e-03
1708,-8.15173e-01,-8.20559e-01,5.38656e-03
1709,-8.15173e-01,-8.20559e-01,5.38658e-03
1710,-8.15173e-01,-8.20559e-01,5.38656e-03
1711,-8.15173e-01,-8.20559e-01,5.38659e-03
1712,-8.15173e-01,-8.20559e-01,5.38660e-03
1713,-8.15173e-01,-8.20559e-01,5.38659e-03
1714,-8.15173e-01,-8.20559e-01,5.38660e-03
1715,-8.15173e-01,-8.20559e-01,5.38649e-03
1716,-8.15173e-01,-8.20559e-01,5.38656e-03
1717,-8.15173e-01,-8.20559e-01,5.38657e-03
1718,-8.15173e-01,-8.20559e-01,5.38648e-03
1719,-8.15173e-01,-8.20559e-01,5.38658e-03
1720,-8.15173e-01,-8.20559e-01,5.38647e-03
1721,-8.15173e-01,-8.20559e-01,5.38662e-03
1722,2.79415e-01,2.79415e-01,1.02525e-09
1723,6.09224e-01,6.11682e-01,2.45826e-03
1724,8.54677e-01,8.58934e-01,4.25754e-03
1725,9.81560e-01,9.86808e-01,5.24749e-03
1726,9.72171e-01,9.77530e-01,5.35891e-03
1727,8.27767e-01,8.32391e-01,4.62319e-03
1728,5.68387e-01,5.71561e-01,3.17478e-03
1729,2.30057e-01,2.31294e-01,1.23702e-03
1730,-1.40214e-01,-1.41120e-01,9.05623e-04
1731,-4.90975e-01,-4.93920e-01,2.94498e-03
1732,-7.73483e-01,-7.78073e-01,4.59048e-03
1733,-9.48477e-01,-9.54086e-01,5.60849e-03
1734,-9.91641e-01,-9.97495e-01,5.85415e-03
1735,-8.96977e-01,-9.02268e-01,5.29093e-03
1736,-6.77643e-01,-6.81639e-01,3.99543e-03
1737,-3.64126e-01,-3.66273e-01,2.14645e-03
1738,1.29320e-08,0.00000e+00,1.29320e-08
1739,3.64126e-01,3.66273e-01,2.14643e-03
1740,6.77643e-01,6.81639e-01,3.99539e-03
1741,8.96977e-01,9.02268e-01,5.29089e-03
1742,9.91641e-01,9.97495e-01,5.85412e-03
1743,9.48477e-01,9.54086e-01,5.60847e-03
1744,7.73483e-01,7.78073e-01,4.59045e-03
1745,4.90975e-01,4.93920e-01,2.94496e-03
1746,1.40214e-01,1.41120e-01,9.05611e-04
1747,-2.30057e-01,-2.31294e-01,1.23704e-03
1748,-5.68387e-01,-5.71561e-01,3.17481e-03
1749,-8.27767e-01,-8.32391e-01,4.62323e-03
1750,-9.72171e-01,-9.77530e-01,5.35892e-03
1751,-9.81560e-01,-9.86808e-01,5.24749e-03
1752,-8.54677e-01,-8.58934e-01,4.25754e-03
1753,-6.09224e-01,-6.11682e-01,2.45827e-03
1754,-2.79415e-01,-2.79415e-01,1.82036e-09
1755,-5.50094e-01,-5.54190e-01,4.09550e-03
1756,-5.50094e-01,-5.54190e-01,4.09549e-03
1757,-5.50094e-01,-5.54190e-01,4.09544e-03
1758,-5.50094e-01,-5.54190e-01,4.09544e-03
1759,-5.50094e-01,-5.54190e-01,4.09537e-03
1760,-5.50094e-01,-5.54190e-01,4.09541e-03
1761,-5.50094e-01,-5.54190e-01,4.09541e-03
1762,-5.50094e-01,-5.54190e-01,4.09547e-03
1763,-5.50094e-01,-5.54190e-01,4.09549e-03
1764,-5.50094e-01,-5.54190e-01,4.09548e-03
1765,-5.50094e-01,-5.54190e-01,4.09545e-03
1766,-5.50094e-01,-5.54190e-01,4.09542e-03
1767,-5.50094e-01,-5.54190e-01,4.09543e-03
1768,-5.50094e-01,-5.54190e-01,4.09547e-03
1769,-5.50094e-01,-5.54190e-01,4.09550e-03
1770,-5.50094e-01,-5.54190e-01,4.09546e-03
1771,-5.50094e-01,-5.54190e-01,4.09540e-03
1772,-5.50094e-01,-5.54190e-01,4.09540e-03
1773,-5.50094e-01,-5.54190e-01,4.09544e-03
1774,-5.50094e-01,-5.54190e-01,4.09546e-03
1775,-5.50094e-01,-5.54190e-01,4.09545e-03
1776,-5.50094e-01,-5.54190e-01,4.09547e-03
1777,-5.50094e-01,-5.54190e-01,4.09547e-03
1778,-5.50094e-01,-5.54190e-01,4.09547e-03
1779,-5.50094e-01,-5.54190e-01,4.09549e-03
1780,-5.50094e-01,-5.54190e-01,4.09538e-03
1781,-5.50094e-01,-5.54190e-01,4.09544e-03
1782,-5.50094e-01,-5.54190e-01,4.09546e-03
1783,-5.50094e-01,-5.54190e-01,4.09537e-03
1784,-5.50094e-01,-5.54190e-01,4.09546e-03
1785,-5.50094e-01,-5.54190e-01,4.09536e-03
1786,-5.50094e-01,-5.54190e-01,4.09549e-03
1787,2.79415e-01,2.79415e-01,1.02525e-09
1788,6.09224e-01,6.11682e-01,2.45827e-03
1789,8.54677e-01,8.58934e-01,4.25756e-03
1790,9.81560e-01,9.86808e-01,5.24751e-03
1791,9.72171e-01,9.77530e-01,5.35893e-03
1792,8.27767e-01,8.32391e-01,4.62320e-03
1793,5.68387e-01,5.71561e-01,3.17479e-03
1794,2.30057e-01,2.31294e-01,1.23702e-03
1795,-1.40214e-01,-1.41120e-01,9.05620e-04
1796,-4.90975e-01,-4.93920e-01,2.94498e-03
1797,-7.73483e-01,-7.78073e-01,4.59047e-03
1798,-9.48477e-01,-9.54086e-01,5.60849e-03
1799,-9.91641e-01,-9.97495e-01,5.85415e-03
1800,-8.96977e-01,-9.02268e-01,5.29093e-03
1801,-6.77643e-01,-6.81639e-01,3.99542e-03
1802,-3.64126e-01,-3.66273e-01,2.14644e-03
1803,-8.85947e-10,0.00000e+00,8.85947e-10
1804,3.64126e-01,3.66273e-01,2.14644e-03
1805,6.77643e-01,6.81639e-01,3.99541e-03
1806,8.96977e-01,9.02268e-01,5.29091e-03
1807,9.91641e-01,9.97495e-01,5.85413e-03
1808,9.48477e-01,9.54086e-01,5.60849e-03
1809,7.73483e-01,7.78073e-01,4.59047e-03
1810,4.90975e-01,4.93920e-01,2.94498e-03
1811,1.40214e-01,1.41120e-01,9.05618e-04
1812,-2.30057e-01,-2.31294e-01,1.23703e-03
1813,-5.68387e-01,-5.71561e-01,3.17480e-03
1814,-8.27767e-01,-8.32391e-01,4.62322e-03
1815,-9.72171e-01,-9.77530e-01,5.35892e-03
1816,-9.81560e-01,-9.86808e-01,5.24750e-03
1817,-8.54677e-01,-8.58934e-01,4.25754e-03
1818,-6.09224e-01,-6.11682e-01,2.45826e-03
1819,-2.79415e-01,-2.79415e-01,1.82036e-09
1820,-2.08319e-01,-2.10796e-01,2.47637e-03
1821,-2.08319e-01,-2.10796e-01,2.47637e-03
1822,-2.08319e-01,-2.10796e-01,2.47633e-03
1823,-2.08319e-01,-2.10796e-01,2.47632e-03
1824,-2.08320e-01,-2.10796e-01,2.47627e-03
1825,-2.08320e-01,-2.10796e-01,2.47629e-03
1826,-2.08320e-01,-2.10796e-01,2.47630e-03
1827,-2.08319e-01,-2.10796e-01,2.47634e-03
1828,-2.08319e-01,-2.10796e-01,2.47636e-03
1829,-2.08319e-01,-2.10796e-01,2.47636e-03
1830,-2.08319e-01,-2.10796e-01,2.47632e-03
1831,-2.08320e-01,-2.10796e-01,2.47629e-03
1832,-2.08319e-01,-2.10796e-01,2.47630e-03
1833,-2.08319e-01,-2.10796e-01,2.47635e-03
1834,-2.08319e-01,-2.10796e-01,2.47638e-03
1835,-2.08319e-01,-2.10796e-01,2.47634e-03
1836,-2.08320e-01,-2.10796e-01,2.47628e-03
1837,-2.08320e-01,-2.10796e-01,2.47627e-03
1838,-2.08319e-01,-2.10796e-01,2.47633e-03
1839,-2.08319e-01,-2.10796e-01,2.47634e-03
1840,-2.08319e-01,-2.10796e-01,2.47632e-03
1841,-2.08319e-01,-2.10796e-01,2.47634e-03
1842,-2.08319e-01,-2.10796e-01,2.47635e-03
1843,-2.08319e-01,-2.10796e-01,2.47635e-03
1844,-2.08319e-01,-2.10796e-01,2.47638e-03
1845,-2.08320e-01,-2.10796e-01,2.47627e-03
1846,-2.08319e-01,-2.10796e-01,2.47632e-03
1847,-2.08319e-01,-2.10796e-01,2.47633e-03
1848,-2.08320e-01,-2.10796e-01,2.47626e-03
1849,-2.08319e-01,-2.10796e-01,2.47633e-03
1850,-2.08320e-01,-2.10796e-01,2.47623e-03
1851,-2.08319e-01,-2.10796e-01,2.47636e-03
1852,2.79415e-01,2.79415e-01,1.02525e-09
1853,6.09224e-01,6.11682e-01,2.45827e-03
1854,8.54677e-01,8.58934e-01,4.25757e-03
1855,9.81560e-01,9.86808e-01,5.24752e-03
1856,9.72171e-01,9.77530e-01,5.35895e-03
1857,8.27767e-01,8.32391e-01,4.62322e-03
1858,5.68387e-01,5.71561e-01,3.17480e-03
1859,2.30057e-01,2.31294e-01,1.23704e-03
1860,-1.40214e-01,-1.41120e-01,9.05610e-04
1861,-4.90975e-01,-4.93920e-01,2.94497e-03
1862,-7.73483e-01,-7.78073e-01,4.59046e-03
1863,-9.48477e-01,-9.54086e-01,5.60849e-03
1864,-9.91641e-01,-9.97495e-01,5.85414e-03
1865,-8.96977e-01,-9.02268e-01,5.29093e-03
1866,-6.77643e-01,-6.81639e-01,3.99542e-03
1867,-3.64126e-01,-3.66273e-01,2.14644e-03
1868,-5.51216e-09,0.00000e+00,5.51216e-09
1869,3.64126e-01,3.66273e-01,2.14644e-03
1870,6.77643e-01,6.81639e-01,3.99541e-03
1871,8.96977e-01,9.02268e-01,5.29091e-03
1872,9.91641e-01,9.97495e-01,5.85414e-03
1873,9.48477e-01,9.54086e-01,5.60850e-03
1874,7.73483e-01,7.78073e-01,4.59049e-03
1875,4.90975e-01,4.93920e-01,2.94499e-03
1876,1.40214e-01,1.41120e-01,9.05630e-04
1877,-2.30057e-01,-2.31294e-01,1.23702e-03
1878,-5.68387e-01,-5.71561e-01,3.17478e-03
1879,-8.27767e-01,-8.32391e-01,4.62320e-03
1880,-9.72171e-01,-9.77530e-01,5.35892e-03
1881,-9.81560e-01,-9.86808e-01,5.24750e-03
1882,-8.54677e-01,-8.58934e-01,4.25751e-03
1883,-6.09224e-01,-6.11682e-01,2.45826e-03
1884,-2.79415e-01,-2.79415e-01,1.82036e-09
1885,1.62760e-01,1.61895e-01,8.64739e-04
1886,1.62760e-01,1.61895e-01,8.64745e-04
1887,1.62760e-01,1.61895e-01,8.64717e-04
1888,1.62760e-01,1.61895e-01,8.64706e-04
1889,1.62760e-01,1.61895e-01,8.64669e-04
1890,1.62760e-01,1.61895e-01,8.64670e-04
1891,1.62760e-01,1.61895e-01,8.64687e-04
1892,1.62760e-01,1.61895e-01,8.64719e-04
1893,1.62760e-01,1.61895e-01,8.64741e-04
1894,1.62760e-01,1.61895e-01,8.64737e-04
1895,1.62760e-01,1.61895e-01,8.64704e-04
1896,1.62760e-01,1.61895e-01,8.64673e-04
1897,1.62760e-01,1.61895e-01,8.64681e-04
1898,1.62760e-01,1.61895e-01,8.64724e-04
1899,1.62760e-01,1.61895e-01,8.64750e-04
1900,1.62760e-01,1.61895e-01,8.64714e-04
1901,1.62760e-01,1.61895e-01,8.64656e-04
1902,1.62760e-01,1.61895e-01,8.64659e-04
1903,1.62760e-01,1.61895e-01,8.64711e-04
1904,1.62760e-01,1.61895e-01,8.64723e-04
1905,1.62760e-01,1.61895e-01,8.64700e-04
1906,1.62760e-01,1.61895e-01,8.64717e-04
1907,1.62760e-01,1.61895e-01,8.64727e-04
1908,1.62760e-01,1.61895e-01,8.64736e-04
1909,1.62760e-01,1.61895e-01,8.64762e-04
1910,1.62760e-01,1.61895e-01,8.64652e-04
1911,1.62760e-01,1.61895e-01,8.64704e-04
1912,1.62760e-01,1.61895e-01,8.64739e-04
1913,1.62760e-01,1.61895e-01,8.64652e-04
1914,1.62760e-01,1.61895e-01,8.64685e-04
1915,1.62760e-01,1.61895e-01,8.64625e-04
1916,1.62760e-01,1.61895e-01,8.64728e-04
1917,2.79415e-01,2.79415e-01,1.02525e-09
1918,6.09224e-01,6.11682e-01,2.45826e-03
1919,8.54677e-01,8.58934e-01,4.25756e-03
1920,9.81560e-01,9.86808e-01,5.24752e-03
1921,9.72171e-01,9.77530e-01,5.35894e-03
1922,8.27767e-01,8.32391e-01,4.62322e-03
1923,5.68387e-01,5.71561e-01,3.17480e-03
1924,2.30057e-01,2.31294e-01,1.23703e-03
1925,-1.40214e-01,-1.41120e-01,9.05614e-04
1926,-4.90975e-01,-4.93920e-01,2.94497e-03
1927,-7.73483e-01,-7.78073e-01,4.59046e-03
1928,-9.48477e-01,-9.54086e-01,5.60848e-03
1929,-9.91641e-01,-9.97495e-01,5.85414e-03
1930,-8.96977e-01,-9.02268e-01,5.29093e-03
1931,-6.77643e-01,-6.81639e-01,3.99542e-03
1932,-3.64126e-01,-3.66273e-01,2.14644e-03
1933,-7.94487e-09,0.00000e+00,7.94487e-09
1934,3.64126e-01,3.66273e-01,2.14644e-03
1935,6.77643e-01,6.81639e-01,3.99540e-03
1936,8.96977e-01,9.02268e-01,5.29090e-03
1937,9.91641e-01,9.97495e-01,5.85413e-03
1938,9.48477e-01,9.54086e-01,5.60849e-03
1939,7.73483e-01,7.78073e-01,4.59048e-03
1940,4.90975e-01,4.93920e-01,2.94498e-03
1941,1.40214e-01,1.41120e-01,9.05617e-04
1942,-2.30057e-01,-2.31294e-01,1.23700e-03
1943,-5.68387e-01,-5.71561e-01,3.17476e-03
1944,-8.27767e-01,-8.32391e-01,4.62322e-03
1945,-9.72171e-01,-9.77530e-01,5.35890e-03
1946,-9.81560e-01,-9.86808e-01,5.24745e-03
1947,-8.54677e-01,-8.58934e-01,4.25751e-03
1948,-6.09224e-01,-6.11682e-01,2.45826e-03
1949,-2.79415e-01,-2.79415e-01,1.82036e-09
1950,5.11731e-01,5.12085e-01,3.54278e-04
1951,5.11731e-01,5.12085e-01,3.54276e-04
1952,5.11731e-01,5.12085e-01,3.54283e-04
1953,5.11731e-01,5.12085e-01,3.54300e-04
1954,5.11731e-01,5.12085e-01,3.54321e-04
1955,5.11731e-01,5.12085e-01,3.54331e-04
1956,5.11731e-01,5.12085e-01,3.54318e-04
1957,5.11731e-01,5.12085e-01,3.54297e-04
1958,5.11731e-01,5.12085e-01,3.54276e-04
1959,5.11731e-01,5.12085e-01,3.54276e-04
1960,5.11731e-01,5.12085e-01,3.54301e-04
1961,5.11731e-01,5.12085e-01,3.54327e-04
1962,5.11731e-01,5.12085e-01,3.54320e-04
1963,5.11731e-01,5.12085e-01,3.54282e-04
1964,5.11731e-01,5.12085e-01,3.54261e-04
1965,5.11731e-01,5.12085e-01,3.54294e-04
1966,5.11731e-01,5.12085e-01,3.54342e-04
1967,5.11731e-01,5.12085e-01,3.54334e-04
1968,5.11731e-01,5.12085e-01,3.54288e-04
1969,5.11731e-01,5.12085e-01,3.54288e-04
1970,5.11731e-01,5.12085e-01,3.54320e-04
1971,5.11731e-01,5.12085e-01,3.54302e-04
1972,5.11731e-01,5.12085e-01,3.54277e-04
1973,5.11731e-01,5.12085e-01,3.54272e-04
1974,5.11731e-01,5.12085e-01,3.54276e-04
1975,5.11731e-01,5.12085e-01,3.54353e-04
1976,5.11731e-01,5.12085e-01,3.54266e-04
1977,5.11731e-01,5.12085e-01,3.54279e-04
1978,5.11731e-01,5.12085e-01,3.54358e-04
1979,5.11731e-01,5.12085e-01,3.54301e-04
1980,5.11731e-01,5.12085e-01,3.54355e-04
1981,5.11731e-01,5.12085e-01,3.54266e-04
1982,2.79415e-01,2.79415e-01,1.02525e-09
1983,6.09224e-01,6.11682e-01,2.45826e-03
1984,8.54677e-01,8.58934e-01,4.25755e-03
1985,9.81560e-01,9.86808e-01,5.24751e-03
1986,9.72171e-01,9.77530e-01,5.35893e-03
1987,8.27767e-01,8.32391e-01,4.62321e-03
1988,5.68387e-01,5.71561e-01,3.17477e-03
1989,2.30057e-01,2.31294e-01,1.23700e-03
1990,-1.40214e-01,-1.41120e-01,9.05648e-04
1991,-4.90975e-01,-4.93920e-01,2.94500e-03
1992,-7.73483e-01,-7.78073e-01,4.59048e-03
1993,-9.48477e-01,-9.54086e-01,5.60849e-03
1994,-9.91641e-01,-9.97495e-01,5.85415e-03
1995,-8.96977e-01,-9.02268e-01,5.29093e-03
1996,-6.77643e-01,-6.81639e-01,3.99542e-03
1997,-3.64126e-01,-3.66273e-01,2.14642e-03
1998,-2.73786e-08,0.00000e+00,2.73786e-08
1999,3.64126e-01,3.66273e-01,2.14645e-03
2000,6.77643e-01,6.81639e-01,3.99540e-03
2001,8.96977e-01,9.02268e-01,5.29090e-03
2002,9.91641e-01,9.97495e-01,5.85413e-03
2003,9.48477e-01,9.54086e-01,5.60848e-03
2004,7.73483e-01,7.78073e-01,4.59044e-03
2005,4.90975e-01,4.93920e-01,2.94493e-03
2006,1.40214e-01,1.41120e-01,9.05608e-04
2007,-2.30057e-01,-2.31294e-01,1.23704e-03
2008,-5.68386e-01,-5.71561e-01,3.17483e-03
2009,-8.27767e-01,-8.32391e-01,4.62322e-03
2010,-9.72171e-01,-9.77530e-01,5.35892e-03
2011,-9.81560e-01,-9.86808e-01,5.24746e-03
2012,-8.54677e-01,-8.58934e-01,4.25752e-03
2013,-6.09224e-01,-6.11682e-01,2.45828e-03
2014,-2.79415e-01,-2.79415e-01,1.82036e-09
2015,7.90327e-01,7.91104e-01,7.76288e-04
2016,7.90327e-01,7.91104e-01,7.76288e-04
2017,7.90327e-01,7.91104e-01,7.76287e-04
2018,7.90327e-01,7.91104e-01,7.76300e-04
2019,7.90327e-01,7.91104e-01,7.76312e-04
2020,7.90327e-01,7.91104e-01,7.76321e-04
2021,7.90327e-01,7.91104e-01,7.76319e-04
2022,7.90327e-01,7.91104e-01,7.76310e-04
2023,7.90327e-01,7.91104e-01,7.76300e-04
2024,7.90327e-01,7.91104e-01,7.76299e-04
